City Feature,Common Name,Address,Website,Longitude,Latitude,Location
Health Centers - Community,Uw Medicine - Belltown,2505 2nd Ave Suite 200,http://www.uwmedicine.washington.edu/facilities/NeighborhoodClinics/Clinics/Belltown,-122.32989,47.600582,"(47.600582, -122.32989)"
Health Centers - Community,45th St Clinic,1629 N 45th St,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=2,-122.3378,47.661164,"(47.661164, -122.3378)"
Health Centers - Community,Georgetown Dental Clinic,6200 13th Ave S,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=16,-122.315869,47.547557,"(47.547557, -122.315869)"
Health Centers - Community,High Point Clinic,6020 35th Ave SW,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=11,-122.377394,47.548194,"(47.548194, -122.377394)"
Health Centers - Community,Pike Market Medical Clinic,1930 Post Alley,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=7,-122.342498,47.61064,"(47.61064, -122.342498)"
Health Centers - Community,Rainier Beach Medical Clinic,8444 Rainier Ave S,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=18,-122.269698,47.526754,"(47.526754, -122.269698)"
Health Centers - Community,Southeast Family Dental Clinic,3800 S Myrtle St,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=17,-122.285332,47.539687,"(47.539687, -122.285332)"
Health Centers - Community,Sea Mar South Park Medical Clinic,8720 14th Ave S,http://www.seamar.org/locations/seattle_m.htm,-122.314718,47.524898,"(47.524898, -122.314718)"
Health Centers - Community,Seattle Indian Health Board Clinic,611 12th Ave S,http://www.sihb.org/,-122.318378,47.597212,"(47.597212, -122.318378)"
General Attractions,Seattle Center,305 Harrison St,http://www.seattlecenter.com/,-122.353983,47.622078,"(47.622078, -122.353983)"
General Attractions,Pioneer Square,1st Ave & Yesler St,http://www.pioneersquare.org/,-122.333848,47.602016,"(47.602016, -122.333848)"
General Attractions,Benaroya Hall,200 University St,http://www.seattlesymphony.org/benaroya/,-122.337173,47.607939,"(47.607939, -122.337173)"
General Attractions,Pike Place Market,1st Ave & Pike St,http://www.pikeplacemarket.org/frameset.asp?flash=true,-122.341212,47.608798,"(47.608798, -122.341212)"
General Attractions,Seattle Aquarium,1483 Alaskan Wy,http://www.seattleaquarium.org/NetCommunity/Page.aspx?pid=183,-122.342426,47.60788,"(47.60788, -122.342426)"
General Attractions,Woodland Park Zoo,N 50th & Fremont Ave N,http://www.zoo.org/,-122.35173,47.667859,"(47.667859, -122.35173)"
General Attractions,Ballard Locks,3015 NW 54th St,http://www.nws.usace.army.mil/PublicMenu/Menu.cfm?sitename=lwsc&pagename=mainpage,-122.396338,47.667439,"(47.667439, -122.396338)"
General Attractions,Port Of Seattle,2711 Alaskan Wy,http://www.portseattle.org/,-122.353747,47.614,"(47.614, -122.353747)"
General Attractions,Seattle Underground Tour,608 1st Ave,http://www.undergroundtour.com/,-122.333468,47.602191,"(47.602191, -122.333468)"
Museums and Galleries,Frye Art Museum,704 Terry Ave,http://fryemuseum.org/,-122.324166,47.60709,"(47.60709, -122.324166)"
Museums and Galleries,Maritime Discovery Center,2205 Alaskan Way,http://www.ody.org/,-122.349474,47.611373,"(47.611373, -122.349474)"
Museums and Galleries,Nordic Heritage Museum,3014 NW 67 St,http://www.nordicmuseum.org/,-122.396313,47.677673,"(47.677673, -122.396313)"
Museums and Galleries,Seattle Art Museum,1300 First Ave,http://www.seattleartmuseum.org/visit/visitSAM.asp,-122.33777,47.607402,"(47.607402, -122.33777)"
Museums and Galleries,The Center On Contemporary Art (Coca),6413 Seaview Ave NW,http://www.cocaseattle.org/exhibitions.html,-122.40836,47.67528,"(47.67528, -122.40836)"
Museums and Galleries,Burke Museum,17th Ave NE & NE 45 St,http://www.washington.edu/burkemuseum/,-122.310622,47.660606,"(47.660606, -122.310622)"
Museums and Galleries,Experience Music Project (Emp),325 5th Ave N,http://www.empsfm.org/,-122.348174,47.62147,"(47.62147, -122.348174)"
Museums and Galleries,Henry Art Gallery,4100 15th Ave NE,http://www.henryart.org/events,-122.311732,47.65652,"(47.65652, -122.311732)"
Museums and Galleries,Museum Of Flight,9404 E Marginal Wy S,http://www.seattle.gov/tour/flight.htm,-122.29728,47.518588,"(47.518588, -122.29728)"
Museums and Galleries,Museum Of History And Industry,2700 24th Ave E,http://www.seattlehistory.org/,-122.301111,47.645152,"(47.645152, -122.301111)"
Museums and Galleries,Olympic Sculpture Park,2901 Western Ave,http://www.seattleartmuseum.org/visit/OSP/default.asp,-122.353852,47.616346,"(47.616346, -122.353852)"
Museums and Galleries,Pacific Science Center,200 Second Ave N,http://www.pacsci.org/,-122.351104,47.619739,"(47.619739, -122.351104)"
Museums and Galleries,Seattle Metropolitan Police Museum,317 Third Avenue South,,-122.33066,47.599456,"(47.599456, -122.33066)"
Museums and Galleries,Science Fiction Museum,325 5th Ave N,http://www.empsfm.org/,-122.348174,47.62147,"(47.62147, -122.348174)"
Museums and Galleries,Sodo (South Of The Dome) Urban Art Corridor,5th Ave S between Spkane St & Royal Brougham,http://urbanartworks.org/murals/sodo.htm,-122.334202,47.58336,"(47.58336, -122.334202)"
Museums and Galleries,The Center For Wooden Boats Maritime Museum,1010 Valley St,http://www.cwb.org/,-122.336574,47.626367,"(47.626367, -122.336574)"
Museums and Galleries,The Center On Contemporary Art (Coca),2721 1st Ave,http://www.cocaseattle.org/index.htm,-122.34194,47.62231,"(47.62231, -122.34194)"
Museums and Galleries,The Childrens Museum,305 Harrison St,http://www.thechildrensmuseum.org/,-122.353983,47.622078,"(47.622078, -122.353983)"
Museums and Galleries,Wing Luke Museum,719 S King St,http://www.wingluke.org/,-122.32414,47.598839,"(47.598839, -122.32414)"
Museums and Galleries,Northwest African American Museum,2300 S Massachusetts St,http://naamnw.org/,-122.301854,47.588741,"(47.588741, -122.301854)"
Landmarks,Lake City Library,12501 28th Av NE,http://seattle.gov/neighborhoods/preservation/l.htm,-122.298092,47.719593,"(47.719593, -122.298092)"
Landmarks,*Kinnear Park,988 W Olympic Pl,http://seattle.gov/neighborhoods/preservation/k.htm,-122.367113,47.627732,"(47.627732, -122.367113)"
Landmarks,West Seattle Library,2306 42nd Av SW,http://seattle.gov/neighborhoods/preservation/w.htm,-122.384738,47.582717,"(47.582717, -122.384738)"
Landmarks,Douglass-Truth Library,2300 E Yesler Way,http://seattle.gov/neighborhoods/preservation/d.htm,-122.301954,47.601917,"(47.601917, -122.301954)"
Landmarks,University Library,5009 Roosevelt Way,http://seattle.gov/neighborhoods/preservation/u.htm,-122.317913,47.665249,"(47.665249, -122.317913)"
Landmarks,Fremont Library,731 N 35th St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.348446,47.650045,"(47.650045, -122.348446)"
Landmarks,*Madison Middle School,3429 45th Ave SW,http://seattle.gov/neighborhoods/preservation/m.htm,-122.390217,47.572948,"(47.572948, -122.390217)"
Landmarks,*Roosevelt High School,1410 NE 66th St,http://seattle.gov/neighborhoods/preservation/r.htm,-122.312823,47.677237,"(47.677237, -122.312823)"
Landmarks,*Hat N Boots,6910 E Marginal Wy S,http://seattle.gov/neighborhoods/preservation/h.htm,-122.324067,47.541164,"(47.541164, -122.324067)"
Landmarks,*Providence Hospital 1910 Bldg,528 17th Ave,http://seattle.gov/neighborhoods/preservation/p.htm,-122.309672,47.607071,"(47.607071, -122.309672)"
Landmarks,Seattle Monorail,,http://seattle.gov/neighborhoods/preservation/s.htm,-122.349697,47.62124,"(47.62124, -122.349697)"
Landmarks,*Seward Park Inn/Annex,5900 Lake Washington Blvd S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.256274,47.549636,"(47.549636, -122.256274)"
Landmarks,*Golden Gardens Bath House,8001 Seaview Ave NE,http://seattle.gov/neighborhoods/preservation/g.htm,-122.403969,47.691776,"(47.691776, -122.403969)"
Landmarks,*Gibbs House,1000 Warren Ave N,http://seattle.gov/neighborhoods/preservation/g.htm,-122.353671,47.628383,"(47.628383, -122.353671)"
Landmarks,*California Avenue Substation,4304 SW Dakota St.,http://seattle.gov/neighborhoods/preservation/c.htm,-122.387033,47.566767,"(47.566767, -122.387033)"
Landmarks,*Cooper Elementary School,4408 Delridge Way SW,http://seattle.gov/neighborhoods/preservation/c.htm,-122.363004,47.563799,"(47.563799, -122.363004)"
Landmarks,*Mt Baker Presbyterian Church,3201 Hunter Blvd S,http://seattle.gov/neighborhoods/preservation/,-122.28536,47.574989,"(47.574989, -122.28536)"
Landmarks,Querio House,9326 7th Ave S,http://seattle.gov/neighborhoods/preservation/q.htm,-122.324666,47.519734,"(47.519734, -122.324666)"
Landmarks,Fort Lawton Chapel,3801 W Government Way,http://seattle.gov/neighborhoods/preservation/f.htm,-122.412766,47.655608,"(47.655608, -122.412766)"
Landmarks,Seattle Fire Station #16,6846 Oswego Pl NE,http://seattle.gov/neighborhoods/preservation/s.htm,-122.323253,47.679082,"(47.679082, -122.323253)"
Landmarks,Seattle Fire Station #37,7302 35th Ave SW,http://seattle.gov/neighborhoods/preservation/s.htm,-122.376235,47.537187,"(47.537187, -122.376235)"
Landmarks,Sorrento Hotel,900 Madison St,,-122.32693,47.60898,"(47.60898, -122.32693)"
Landmarks,Central Building,810 Third Ave,,-122.33261,47.60471,"(47.60471, -122.33261)"
Landmarks,Ankeny House,912 2nd Ave W,,-122.35893,47.6271,"(47.6271, -122.35893)"
Landmarks,Dr. Annie Russell House,5721 8th Ave NE,,-122.32053,47.67062,"(47.67062, -122.32053)"
Landmarks,Washington Hall,153 14th Ave,,-122.31458,47.60285,"(47.60285, -122.31458)"
Landmarks,Egan House,1500 Lakeview Blvd,,-122.32256,47.63239,"(47.63239, -122.32256)"
Landmarks,20th Ave Ne Bridge,Ravenna Park,http://seattle.gov/neighborhoods/preservation/,-122.306489,47.671668,"(47.671668, -122.306489)"
Landmarks,Tugboat Arthur Foss,1002 Valley St,http://seattle.gov/neighborhoods/preservation/t.htm,-122.368137,47.654637,"(47.654637, -122.368137)"
Landmarks,Arboretum Aqueduct,Lake Washington Blvd,http://seattle.gov/neighborhoods/preservation/a.htm,-122.297002,47.639565,"(47.639565, -122.297002)"
Landmarks,Seattle - Chief Of Suquamish Statue Tillicum Place,"intersection of 5th Ave., Denny Wy, and Cedar St",http://seattle.gov/neighborhoods/preservation/s.htm,-122.347434,47.618399,"(47.618399, -122.347434)"
Landmarks,Schooner Wawona,1002 Valley St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.335827,47.62679,"(47.62679, -122.335827)"
Landmarks,E Republican St Stairway,E Republican St / Bellevue Ave E,http://seattle.gov/neighborhoods/preservation/e.htm,-122.327442,47.623125,"(47.623125, -122.327442)"
Landmarks,*St Clocks:  Ben Bridge Jewelers,409 Pike St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.336228,47.610217,"(47.610217, -122.336228)"
Landmarks,*St Clocks:  Myers Music,1206 1st Ave,http://seattle.gov/neighborhoods/preservation/,-122.337554,47.606364,"(47.606364, -122.337554)"
Landmarks,1st Avenue Groups/Waterfront Center:  Grand Pacific Hotel,1117 1st Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.337517,47.605793,"(47.605793, -122.337517)"
Landmarks,1st Avenue Groups/Waterfront Center:  Colman Building,801-821 1st Ave,http://seattle.gov/neighborhoods/preservation/c.htm,-122.337377,47.605359,"(47.605359, -122.337377)"
Landmarks,1st Avenue Groups/Waterfront Center:  Colonial Hotel,94-96 Spring St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.337297,47.605537,"(47.605537, -122.337297)"
Landmarks,1st Avenue Groups/Waterfront Center:  Hotel  Cecil,1019-1023 1st Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.336964,47.605146,"(47.605146, -122.336964)"
Landmarks,St James Cathedral Rectory / Site,9th Ave & Marion St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.325833,47.607577,"(47.607577, -122.325833)"
Landmarks,Schmitz Park Bridge,SW Admiral Way / SW Stevens St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.403412,47.577235,"(47.577235, -122.403412)"
Landmarks,Hiawatha Playfield,2700 California Ave SW,http://seattle.gov/neighborhoods/preservation/h.htm,-122.384999,47.57839,"(47.57839, -122.384999)"
Landmarks,*West Seattle High School,4075 SW Stevens St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.384589,47.576874,"(47.576874, -122.384589)"
Landmarks,*Duwamish Railroad Bridge,RR Lines S of Spokane St Bridge over Duwamish Waterway,http://seattle.gov/neighborhoods/preservation/d.htm,-122.352125,47.570031,"(47.570031, -122.352125)"
Landmarks,*Queen Anne Boulevard,,http://seattle.gov/neighborhoods/preservation/q.htm,-122.36025,47.639602,"(47.639602, -122.36025)"
Landmarks,Norvell House,3306 NW 71st St,http://seattle.gov/neighborhoods/preservation/n.htm,-122.400107,47.680403,"(47.680403, -122.400107)"
Landmarks,*St Clocks:  Greenwood Jewelers,129 N 85th St,http://seattle.gov/neighborhoods/preservation/g.htm,-122.356625,47.690368,"(47.690368, -122.356625)"
Landmarks,*Nathan Eckstein Junior High School,3003 NE 75th St,http://seattle.gov/neighborhoods/preservation/n.htm,-122.294551,47.682235,"(47.682235, -122.294551)"
Landmarks,Drake House,6414 22nd Ave NW,http://seattle.gov/neighborhoods/preservation/d.htm,-122.384407,47.675711,"(47.675711, -122.384407)"
Landmarks,New Age Christian Church,1763 NW 62nd St,http://seattle.gov/neighborhoods/preservation/n.htm,-122.381662,47.673589,"(47.673589, -122.381662)"
Landmarks,Old Fire Station #18,5427 Russell Ave NW,http://seattle.gov/neighborhoods/preservation/o.htm,-122.383124,47.668315,"(47.668315, -122.383124)"
Landmarks,Louisa Building,5220 20th Ave NW,http://seattle.gov/neighborhoods/preservation/l.htm,-122.381912,47.667393,"(47.667393, -122.381912)"
Landmarks,*University Heights Elementary School,5031 University Wy NE,http://seattle.gov/neighborhoods/preservation/u.htm,-122.313601,47.665737,"(47.665737, -122.313601)"
Landmarks,*B.F. Day School,3921 Linden Ave N,http://seattle.gov/neighborhoods/preservation/b.htm,-122.349175,47.654802,"(47.654802, -122.349175)"
Landmarks,Fremont Hotel,3425 Fremont Ave N,http://seattle.gov/neighborhoods/preservation/f.htm,-122.350153,47.650254,"(47.650254, -122.350153)"
Landmarks,Fremont Bridge,Fremont Ave N / N 34th St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.349776,47.647647,"(47.647647, -122.349776)"
Landmarks,George Washington Memorial (Aurora) Bridge,Aurora Ave N / N 34th St,http://seattle.gov/neighborhoods/preservation/g.htm,-122.347268,47.647039,"(47.647039, -122.347268)"
Landmarks,Wallingford Fire And Police Station,1629 N 45th St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.337735,47.661092,"(47.661092, -122.337735)"
Landmarks,*Wallingford Center/Interlake,4416 Wallingford Ave N/1815 N 45th St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.335556,47.660804,"(47.660804, -122.335556)"
Landmarks,Good Shepherd Center,4647 Sunnyside Ave N,http://seattle.gov/neighborhoods/preservation/g.htm,-122.331957,47.663938,"(47.663938, -122.331957)"
Landmarks,*Latona School,401 NE 42nd St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.324033,47.656993,"(47.656993, -122.324033)"
Landmarks,*St Clocks:  Great American Food And Beverage Co.,3119 Eastlake Ave E,http://seattle.gov/neighborhoods/preservation/g.htm,-122.323182,47.64945,"(47.64945, -122.323182)"
Landmarks,University Methodist Episcopal Church And Parsonage,4142 Brooklyn Ave NE,http://seattle.gov/neighborhoods/preservation/u.htm,-122.313987,47.659601,"(47.659601, -122.313987)"
Landmarks,Bethany Presbyterian Church,1818 Queen Anne Ave N,http://seattle.gov/neighborhoods/preservation/b.htm,-122.356579,47.635266,"(47.635266, -122.356579)"
Landmarks,N Queen Anne Dr Bridge,Queen Anne Dr / Warren Ave N,http://seattle.gov/neighborhoods/preservation/n.htm,-122.352163,47.642269,"(47.642269, -122.352163)"
Landmarks,*Hay School,2100 4th Ave N,http://seattle.gov/neighborhoods/preservation/h.htm,-122.348908,47.637919,"(47.637919, -122.348908)"
Landmarks,Nelson/Steinbrueck House,2622 Franklin Ave E,http://seattle.gov/neighborhoods/preservation/n.htm,-122.324261,47.64389,"(47.64389, -122.324261)"
Landmarks,Harvard Mansion,2706 Harvard Ave E,http://seattle.gov/neighborhoods/preservation/h.htm,-122.321725,47.644729,"(47.644729, -122.321725)"
Landmarks,Satterlee House,4866 Beach Drive SW,http://seattle.gov/neighborhoods/preservation/s.htm,-122.40085,47.558099,"(47.558099, -122.40085)"
Landmarks,Fauntleroy Community Church And Ymca,9260 California Ave SW,http://seattle.gov/neighborhoods/preservation/f.htm,-122.38681,47.520812,"(47.520812, -122.38681)"
Landmarks,*Kubota Gardens,9727 Renton Ave S,http://seattle.gov/neighborhoods/preservation/k.htm,-122.266156,47.512847,"(47.512847, -122.266156)"
Landmarks,Leamington Hotel And Apts,317 Marion St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.332381,47.605016,"(47.605016, -122.332381)"
Landmarks,Jensen Block,601-611 Eastlake Ave E,http://seattle.gov/neighborhoods/preservation/j.htm,-122.329524,47.624547,"(47.624547, -122.329524)"
Landmarks,Seattle Times Building,1120 John Street,http://seattle.gov/neighborhoods/preservation/s.htm,-122.335501,47.620109,"(47.620109, -122.335501)"
Landmarks,Troy Laundry Building,311-329 Fairview Ave North,http://seattle.gov/neighborhoods/preservation/t.htm,-122.335143,47.621386,"(47.621386, -122.335143)"
Landmarks,Wintonia Hotel,1431 Minor Ave,http://seattle.gov/neighborhoods/preservation/w.htm,-122.327842,47.613577,"(47.613577, -122.327842)"
Landmarks,Log House Museum Building,3003 61st Av SW,http://seattle.gov/neighborhoods/preservation/l.htm,-122.410943,47.577569,"(47.577569, -122.410943)"
Landmarks,Fir Lodge/ Alki Homestead Restaurant,2717 61st Av SW,http://seattle.gov/neighborhoods/preservation/f.htm,-122.411037,47.578525,"(47.578525, -122.411037)"
Landmarks,Lyon Building,607 Third Avenue,http://seattle.gov/neighborhoods/preservation/l.htm,-122.331944,47.60285,"(47.60285, -122.331944)"
Landmarks,Frederick And Nelson Bldg,500 Pine St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.336251,47.612259,"(47.612259, -122.336251)"
Landmarks,Yesler Houses,103 23rd Av,http://seattle.gov/neighborhoods/preservation/y.htm,-122.302782,47.601912,"(47.601912, -122.302782)"
Landmarks,Summit School/Northwest School,1415 Summit Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.32587,47.613407,"(47.613407, -122.32587)"
Landmarks,Stimson/Green House,1204 Minor Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.325239,47.61167,"(47.61167, -122.325239)"
Landmarks,Ymca Central Branch  South Building,909 4th Ave,http://seattle.gov/neighborhoods/preservation/y.htm,-122.332829,47.605539,"(47.605539, -122.332829)"
Landmarks,U.S. Assay Office/German House,613 9th Ave,http://seattle.gov/neighborhoods/preservation/u.htm,-122.325424,47.605867,"(47.605867, -122.325424)"
Landmarks,Arctic Building,306 Cherry St,http://seattle.gov/neighborhoods/preservation/a.htm,-122.331928,47.603822,"(47.603822, -122.331928)"
Landmarks,Dexter Horton Building,710 2nd Ave,http://seattle.gov/neighborhoods/preservation/d.htm,-122.332767,47.60357,"(47.60357, -122.332767)"
Landmarks,*Old Norway Hall,2015 Boren Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.334722,47.6178,"(47.6178, -122.334722)"
Landmarks,Immaculate Conception Church,820 18th Ave,http://seattle.gov/neighborhoods/preservation/i.htm,-122.308523,47.60987,"(47.60987, -122.308523)"
Landmarks,Twenty-Third Ave Houses Group,820 23rd Ave,http://seattle.gov/neighborhoods/preservation/t.htm,-122.302402,47.609485,"(47.609485, -122.302402)"
Landmarks,Old Fire Station #23,722 18th Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.308533,47.608702,"(47.608702, -122.308533)"
Landmarks,Fire Station #2,2318 4th Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.344456,47.616035,"(47.616035, -122.344456)"
Landmarks,Terminal Sales Building,1932 1st Ave,http://seattle.gov/neighborhoods/preservation/t.htm,-122.342093,47.611103,"(47.611103, -122.342093)"
Landmarks,Dunlap Elementary School,8621 48th Av S,http://seattle.gov/neighborhoods/preservation/d.htm,-122.27456,47.525192,"(47.525192, -122.27456)"
Landmarks,Ford Assembly Plant,1155 Valley St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.333424,47.625515,"(47.625515, -122.333424)"
Landmarks,Space Needle,219 4th Ave N,http://seattle.gov/neighborhoods/preservation/s.htm,-122.349288,47.620507,"(47.620507, -122.349288)"
Landmarks,Emerson Elementary School,9709 60th Ave S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.258753,47.514747,"(47.514747, -122.258753)"
Landmarks,Bryant Elementary School,3311 NE 60th St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.291925,47.67186,"(47.67186, -122.291925)"
Landmarks,M.V. Thea Foss,1111 Fairview Av N,http://seattle.gov/neighborhoods/preservation/m.htm,-122.330443,47.629795,"(47.629795, -122.330443)"
Landmarks,M.V. Malibu,1111 Fairview Av N,http://seattle.gov/neighborhoods/preservation/m.htm,-122.330794,47.62963,"(47.62963, -122.330794)"
Landmarks,Queen Anne Water Tanks #1 And #2,1410 1st Av N,http://seattle.gov/neighborhoods/preservation/q.htm,-122.355096,47.631405,"(47.631405, -122.355096)"
Landmarks,Camlin Hotel,1619 9th Av,http://seattle.gov/neighborhoods/preservation/c.htm,-122.332806,47.613864,"(47.613864, -122.332806)"
Landmarks,Gas Works Park,1901 N Northlake Way,http://seattle.gov/neighborhoods/preservation/g.htm,-122.33484,47.645489,"(47.645489, -122.33484)"
Landmarks,Parsons Memorial Garden,618 W Highland Dr,http://seattle.gov/neighborhoods/preservation/p.htm,-122.366089,47.629887,"(47.629887, -122.366089)"
Landmarks,West Queen Anne Walls,8th Pl W / 7th Ave W,http://seattle.gov/neighborhoods/preservation/w.htm,-122.367698,47.63109,"(47.63109, -122.367698)"
Landmarks,Belltown Cottages,"2512, 2512A & 2516 Elliott Ave",http://seattle.gov/neighborhoods/preservation/b.htm,-122.350797,47.613872,"(47.613872, -122.350797)"
Landmarks,Van Vorst Building,415 Boren Av N,http://seattle.gov/neighborhoods/preservation/v.htm,-122.336223,47.622608,"(47.622608, -122.336223)"
Landmarks,Magnolia Library,2801 34th Av W,http://seattle.gov/neighborhoods/preservation/m.htm,-122.401388,47.6453,"(47.6453, -122.401388)"
Landmarks,Pier 59,1415 Alaskan Way,http://seattle.gov/neighborhoods/preservation/p.htm,-122.342524,47.607401,"(47.607401, -122.342524)"
Landmarks,Old Fire Station #33,10235 62nd Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.256382,47.508761,"(47.508761, -122.256382)"
Landmarks,Hainsworth/Gordon House,2657 37th Ave SW,http://seattle.gov/neighborhoods/preservation/h.htm,-122.378408,47.579995,"(47.579995, -122.378408)"
Landmarks,*Gatewood School,4320 SW Myrtle St,http://seattle.gov/neighborhoods/preservation/g.htm,-122.389415,47.540291,"(47.540291, -122.389415)"
Landmarks,Langston Hughes Cultural Arts Center,104 17th Ave S,http://seattle.gov/neighborhoods/preservation/l.htm,-122.309877,47.601409,"(47.601409, -122.309877)"
Landmarks,Black Manufacturing Building,1130 Rainier Ave S,http://seattle.gov/neighborhoods/preservation/b.htm,-122.308951,47.593103,"(47.593103, -122.308951)"
Landmarks,Victorian House,1414 S Washington St,http://seattle.gov/neighborhoods/preservation/v.htm,-122.313448,47.601099,"(47.601099, -122.313448)"
Landmarks,Old Main St School,307 6th Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.326604,47.599705,"(47.599705, -122.326604)"
Landmarks,Chinese Community Bulletin Board,511 7th Ave S,http://seattle.gov/neighborhoods/preservation/c.htm,-122.324132,47.598024,"(47.598024, -122.324132)"
Landmarks,Eastern Hotel,506 Maynard Ave S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.324683,47.598025,"(47.598025, -122.324683)"
Landmarks,Hoge Building,705 2nd Ave,http://seattle.gov/neighborhoods/preservation/h.htm,-122.333669,47.603022,"(47.603022, -122.333669)"
Landmarks,Flatiron Building,551 1st Ave S,http://seattle.gov/neighborhoods/preservation/f.htm,-122.334427,47.596805,"(47.596805, -122.334427)"
Landmarks,*Franklin High School,3013 Mt. Baker Blvd S,http://seattle.gov/neighborhoods/preservation/f.htm,-122.293004,47.576128,"(47.576128, -122.293004)"
Landmarks,Cleveland High School,5511 15th Ave S,http://seattle.gov/neighborhoods/preservation/c.htm,-122.314253,47.552259,"(47.552259, -122.314253)"
Landmarks,Old Georgetown City Hall,6202 13th Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.315819,47.547565,"(47.547565, -122.315819)"
Landmarks,Handschy/Kistler House,2433 9th Ave W,http://seattle.gov/neighborhoods/preservation/h.htm,-122.369276,47.640558,"(47.640558, -122.369276)"
Landmarks,Ballard/Howe House,22 W Highland Dr,http://seattle.gov/neighborhoods/preservation/b.htm,-122.357569,47.629881,"(47.629881, -122.357569)"
Landmarks,Church Of The Blessed Sacrament And Rectory,5041 9th Ave NE,http://seattle.gov/neighborhoods/preservation/c.htm,-122.318744,47.666547,"(47.666547, -122.318744)"
Landmarks,Fremont Trolley Barn/Red Hook Ale Brewery,3400 Phinney Ave N,http://seattle.gov/neighborhoods/preservation/f.htm,-122.352854,47.650557,"(47.650557, -122.352854)"
Landmarks,Fisher-Howell House,2819 Franklin Ave E,http://seattle.gov/neighborhoods/preservation/f.htm,-122.324453,47.646245,"(47.646245, -122.324453)"
Landmarks,Boyer/Lambert House,1617 Boyer Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.299996,47.633948,"(47.633948, -122.299996)"
Landmarks,Hebrew Academy/Old Forest Ridge Convent And Site,1617 Interlaken Dr E,http://seattle.gov/neighborhoods/preservation/h.htm,-122.307953,47.634743,"(47.634743, -122.307953)"
Landmarks,Samuel Hyde House,3726 E Madison St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.284484,47.631837,"(47.631837, -122.284484)"
Landmarks,Ellsworth Storey House #1,260 Dorffel Dr E,http://seattle.gov/neighborhoods/preservation/e.htm,-122.284516,47.621055,"(47.621055, -122.284516)"
Landmarks,Brehm Brothers House #2,221 36th Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.287218,47.620841,"(47.620841, -122.287218)"
Landmarks,James W Washington Jr. Home And Studio,1816 26th Ave,http://seattle.gov/neighborhoods/preservation/j.htm,-122.298186,47.61827,"(47.61827, -122.298186)"
Landmarks,1st Church Of Christ Scientist,1519 E Denny Wy,http://seattle.gov/neighborhoods/preservation/f.htm,-122.311823,47.618027,"(47.618027, -122.311823)"
Landmarks,Hillcrest Apartment Building,1616 E Howell St,http://seattle.gov/neighborhoods/preservation/h.htm,-122.310516,47.617859,"(47.617859, -122.310516)"
Landmarks,*Seattle Art Museum At Volunteer Park,1400 E Prospect St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.314319,47.630294,"(47.630294, -122.314319)"
Landmarks,Seattle Fire Station #38,5503 33rd Ave NE,http://seattle.gov/neighborhoods/preservation/s.htm,-122.292954,47.668707,"(47.668707, -122.292954)"
Landmarks,*Laurelhurst Community Center,4554 NE 41st St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.277921,47.659159,"(47.659159, -122.277921)"
Landmarks,Galbraith Hse/Seattle Mental Health,1729 17th Ave,http://seattle.gov/neighborhoods/preservation/g.htm,-122.310517,47.617361,"(47.617361, -122.310517)"
Landmarks,Seattle Fire Station #14,3224 4th Ave S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.328561,47.5746,"(47.5746, -122.328561)"
